# Reference library (divisor): mut
# Comparison library (numerator): wt
Orientation of counted reads relative to the strand location of the annotation	Sequence name	Source	Feature	Start	End	Score	Strand	Frame	Attributes	mut_R1 raw countings	mut_R2 raw countings	wt_R1 raw countings	wt_R2 raw countings	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
sense	NC_003901.1	Protein Homology	CDS	58247	59089	.	+	0	ID=cds-WP_011031998.1;Parent=gene-MM_RS00240;Dbxref=GenBank:WP_011031998.1,GeneID:1478386;Name=WP_011031998.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011031998.1;locus_tag=MM_RS00240;product=tetratricopeptide repeat protein;protein_id=WP_011031998.1;transl_table=11	25.5	50.0	11.0	20.0	23.5574332667597	-0.273387642025906	0.319620773056174	-0.855350043152099	0.392357391111569	NA
sense	NC_003901.1	Protein Homology	CDS	59399	60481	.	+	0	ID=cds-WP_011031999.1;Parent=gene-MM_RS00245;Dbxref=GenBank:WP_011031999.1,GeneID:1478387;Name=WP_011031999.1;Ontology_term=GO:0005515;gbkey=CDS;go_function=protein binding|0005515||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011031999.1;locus_tag=MM_RS00245;product=ankyrin repeat domain-containing protein;protein_id=WP_011031999.1;transl_table=11	196.33333333333334	292.33333333333337	94.0	148.0	167.723494650673	-0.17770899969577	0.213128305368314	-0.833812286869473	0.404386770442552	0.657467752615492
sense	NC_003901.1	Protein Homology	CDS	60576	61070	.	+	0	ID=cds-WP_015410822.1;Parent=gene-MM_RS00250;Dbxref=GenBank:WP_015410822.1,GeneID:1478388;Name=WP_015410822.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015410822.1;locus_tag=MM_RS00250;product=hypothetical protein;protein_id=WP_015410822.1;transl_table=11	367.3333333333333	518.0	163.0	311.0	312.965110461617	-0.109137450457852	0.187818242475895	-0.581080139070407	0.561186443593928	0.774261505233768
sense	NC_003901.1	Protein Homology	CDS	61663	63072	.	-	0	ID=cds-WP_226987657.1;Parent=gene-MM_RS00255;Dbxref=GenBank:WP_226987657.1,GeneID:1478389;Name=WP_226987657.1;Ontology_term=GO:0008483,GO:0030170;gbkey=CDS;go_function=transaminase activity|0008483||IEA,pyridoxal phosphate binding|0030170||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011032001.1;locus_tag=MM_RS00255;product=aminotransferase class III-fold pyridoxal phosphate-dependent enzyme;protein_id=WP_226987657.1;transl_table=11	211.92424242424244	276.0	148.33333333333334	140.0	188.865355526593	0.0873465943550664	0.228007396209723	0.383086670902221	0.701655502251578	0.854141007917229
sense	NC_003901.1	Protein Homology	CDS	63093	64571	.	-	0	ID=cds-WP_011032002.1;Parent=gene-MM_RS00260;Dbxref=GenBank:WP_011032002.1,GeneID:1478390;Name=WP_011032002.1;Ontology_term=GO:0016491;gbkey=CDS;go_function=oxidoreductase activity|0016491||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015410824.1;locus_tag=MM_RS00260;product=aldehyde dehydrogenase family protein;protein_id=WP_011032002.1;transl_table=11	509.75	740.5	285.5	338.5	437.938675330872	-0.142341221478787	0.183935981471336	-0.773862842605208	0.439011905036684	0.693568383174315
sense	NC_003901.1	Protein Homology	CDS	65089	65484	.	-	0	ID=cds-WP_011032003.1;Parent=gene-MM_RS00265;Dbxref=GenBank:WP_011032003.1,GeneID:1478391;Name=WP_011032003.1;Ontology_term=GO:0000160;gbkey=CDS;go_process=phosphorelay signal transduction system|0000160||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011032003.1;locus_tag=MM_RS00265;product=response regulator;protein_id=WP_011032003.1;transl_table=11	157.0	232.0	101.0	145.0	151.674886695929	0.137007276550981	0.218460394099637	0.627149269393397	0.53056139353993	0.753832830410838
sense	NC_003901.1	Protein Homology	CDS	66148	68049	.	-	0	ID=cds-WP_011032004.1;Parent=gene-MM_RS00270;Dbxref=GenBank:WP_011032004.1,GeneID:1478392;Name=WP_011032004.1;gbkey=CDS;gene=gatE;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015410826.1;locus_tag=MM_RS00270;product=Glu-tRNA(Gln) amidotransferase subunit GatE;protein_id=WP_011032004.1;transl_table=11	893.3333333333334	1218.0	549.5	794.0	828.039780255482	0.152218372197256	0.154631996010256	0.984391174690396	0.324923215640712	0.581620559031742
sense	NC_003901.1	Protein Homology	CDS	68755	69171	.	+	0	ID=cds-WP_011032005.1;Parent=gene-MM_RS00275;Dbxref=GenBank:WP_011032005.1,GeneID:1478393;Name=WP_011032005.1;gbkey=CDS;inference=COORDINATES: protein motif:HMM:NF019932.5;locus_tag=MM_RS00275;product=nuclear transport factor 2 family protein;protein_id=WP_011032005.1;transl_table=11	27.0	27.0	35.0	43.0	36.0734368184823	0.881237888942513	0.305794914974649	2.88179379639315	0.00395418409961938	NA
sense	NC_003901.1	Protein Homology	CDS	69361	70605	.	-	0	ID=cds-WP_011032006.1;Parent=gene-MM_RS00280;Dbxref=GenBank:WP_011032006.1,GeneID:1478394;Name=WP_011032006.1;Ontology_term=GO:0006313,GO:0004803;gbkey=CDS;go_function=transposase activity|0004803||IEA;go_process=DNA transposition|0006313||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011032006.1;locus_tag=MM_RS00280;product=IS110-like element ISMma5 family transposase;protein_id=WP_011032006.1;transl_table=11	128.211111111111	166.04325396825342	38.95595238095243	94.1067977915803	95.5701267593156	-0.317546818909917	0.254063975796458	-1.24986951776398	0.211347216143067	0.457473088107144
sense	NC_003901.1	Protein Homology	CDS	71412	71882	.	+	0	ID=cds-WP_015410829.1;Parent=gene-MM_RS00285;Dbxref=GenBank:WP_015410829.1,GeneID:1478396;Name=WP_015410829.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015410829.1;locus_tag=MM_RS00285;product=universal stress protein;protein_id=WP_015410829.1;transl_table=11	251.5	309.25	88.0	108.25	169.572650587012	-0.605265844418024	0.218586568169337	-2.76899834004956	0.00562289217006961	0.0380133663683543
sense	NC_003901.1	Protein Homology	CDS	72307	73809	.	-	0	ID=cds-WP_011032009.1;Parent=gene-MM_RS00290;Dbxref=GenBank:WP_011032009.1,GeneID:1478397;Name=WP_011032009.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011032009.1;locus_tag=MM_RS00290;product=4Fe-4S dicluster domain-containing protein;protein_id=WP_011032009.1;transl_table=11	160.33333333333334	243.66666666666669	52.0	104.5	123.140850127007	-0.494155072397321	0.235679419823677	-2.0967255977082	0.0360178731737045	0.145624419076438
sense	NC_003901.1	Protein Homology	CDS	73806	76187	.	-	0	ID=cds-WP_011032010.1;Parent=gene-MM_RS00295;Dbxref=GenBank:WP_011032010.1,GeneID:1478398;Name=WP_011032010.1;gbkey=CDS;gene=hdrA2;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011032010.1;locus_tag=MM_RS00295;product=CoB-CoM heterodisulfide reductase HdrA2;protein_id=WP_011032010.1;transl_table=11	205.0	306.7	98.0	119.16666666666666	166.098450961802	-0.345297457598804	0.219651945750966	-1.57202093711608	0.115945695660247	0.318243052856676
sense	NC_003901.1	Protein Homology	CDS	77008	77289	.	+	0	ID=cds-WP_011032011.1;Parent=gene-MM_RS00300;Dbxref=GenBank:WP_011032011.1,GeneID:1478399;Name=WP_011032011.1;Ontology_term=GO:0016730;gbkey=CDS;go_function=oxidoreductase activity%2C acting on iron-sulfur proteins as donors|0016730||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011022822.1;locus_tag=MM_RS00300;product=ferredoxin-thioredoxin reductase catalytic domain-containing protein;protein_id=WP_011032011.1;transl_table=11	298.0	389.0	196.0	279.0	282.370867004191	0.251896958893724	0.187408344120877	1.3441074893189	0.178913630636026	0.41453016116176
sense	NC_003901.1	Protein Homology	CDS	77762	78226	.	+	0	ID=cds-WP_011032012.1;Parent=gene-MM_RS00305;Dbxref=GenBank:WP_011032012.1,GeneID:1478400;Name=WP_011032012.1;Ontology_term=GO:0051536;gbkey=CDS;go_function=iron-sulfur cluster binding|0051536||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011307857.1;locus_tag=MM_RS00305;product=(Fe-S)-binding protein;protein_id=WP_011032012.1;transl_table=11	264.5	380.0	129.5	192.5	223.226653691118	-0.166735849665076	0.198257442772134	-0.841006760370218	0.400344147154894	0.652720379012494
sense	NC_003901.1	Protein Homology	CDS	78236	79480	.	+	0	ID=cds-WP_011032013.1;Parent=gene-MM_RS00310;Dbxref=GenBank:WP_011032013.1,GeneID:1478401;Name=WP_011032013.1;Ontology_term=GO:0015948,GO:0018493;gbkey=CDS;go_function=formylmethanofuran dehydrogenase activity|0018493||IEA;go_process=methanogenesis|0015948||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015410834.1;locus_tag=MM_RS00310;product=formylmethanofuran dehydrogenase subunit B;protein_id=WP_011032013.1;transl_table=11	824.2	1019.5	298.5	500.0	599.058296522598	-0.395716283522917	0.163626614161571	-2.41841026626739	0.0155884898675012	0.0803470568170673
sense	NC_003901.1	Protein Homology	CDS	79480	79878	.	+	0	ID=cds-WP_011032014.1;Parent=gene-MM_RS00315;Dbxref=GenBank:WP_011032014.1,GeneID:1478402;Name=WP_011032014.1;Ontology_term=GO:0016491,GO:0043546;gbkey=CDS;go_function=oxidoreductase activity|0016491||IEA,molybdopterin cofactor binding|0043546||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011032014.1;locus_tag=MM_RS00315;product=molybdopterin dinucleotide binding domain-containing protein;protein_id=WP_011032014.1;transl_table=11	232.0	317.5	168.0	265.0	241.284182560405	0.411121255779945	0.192934692896548	2.1308829926217	0.0330987828454459	0.136889107092416
sense	NC_003901.1	Protein Homology	CDS	80012	80296	.	+	0	ID=cds-WP_011032015.1;Parent=gene-MM_RS00320;Dbxref=GenBank:WP_011032015.1,GeneID:1478403;Name=WP_011032015.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015410835.1;locus_tag=MM_RS00320;product=hypothetical protein;protein_id=WP_011032015.1;transl_table=11	197.0	249.0	157.0	195.0	199.500544513142	0.425962889793919	0.208543450192166	2.04256182297458	0.041095833575443	0.161004835854195
sense	NC_003901.1	Protein Homology	CDS	80558	81223	.	-	0	ID=cds-WP_011032016.1;Parent=gene-MM_RS00325;Dbxref=GenBank:WP_011032016.1,GeneID:1478404;Name=WP_011032016.1;Ontology_term=GO:0008168,GO:1904047;gbkey=CDS;go_function=methyltransferase activity|0008168||IEA,S-adenosyl-L-methionine binding|1904047||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011032016.1;locus_tag=MM_RS00325;product=class I SAM-dependent methyltransferase;protein_id=WP_011032016.1;transl_table=11	619.0	629.0	237.0	284.0	409.099535722978	-0.40473404716259	0.195857941848753	-2.06646737600835	0.0387843697885324	0.154658659774024
sense	NC_003901.1	Protein Homology	CDS	81389	82753	.	-	0	ID=cds-WP_011032017.1;Parent=gene-MM_RS00330;Dbxref=GenBank:WP_011032017.1,GeneID:1478405;Name=WP_011032017.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011032017.1;locus_tag=MM_RS00330;product=NosD domain-containing protein;protein_id=WP_011032017.1;transl_table=11	498.0	658.0	235.0	370.0	409.412163720925	-0.1254562646258	0.172192929774599	-0.728579650686136	0.466258829925875	0.712425154512173
sense	NC_003901.1	Protein Homology	CDS	83342	85348	.	-	0	ID=cds-WP_011032018.1;Parent=gene-MM_RS00335;Dbxref=GenBank:WP_011032018.1,GeneID:1478406;Name=WP_011032018.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011032018.1;locus_tag=MM_RS00335;product=right-handed parallel beta-helix repeat-containing protein;protein_id=WP_011032018.1;transl_table=11	306.0	391.0	122.0	186.0	229.218811017321	-0.339911384068938	0.196829270208013	-1.72693514389253	0.0841793119073307	0.259559915989406
sense	NC_003901.1	Protein Homology	CDS	85907	89065	.	-	0	ID=cds-WP_011032020.1;Parent=gene-MM_RS00340;Dbxref=GenBank:WP_011032020.1,GeneID:1478408;Name=WP_011032020.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011032020.1;locus_tag=MM_RS00340;product=NosD domain-containing protein;protein_id=WP_011032020.1;transl_table=11	758.75	870.5	599.3666666666666	782.75	760.132936414677	0.532366291870126	0.167713489395573	3.17426042346824	0.00150218844344229	0.0143646769904169
sense	NC_003901.1	Protein Homology	CDS	89713	91257	.	-	0	ID=cds-WP_011032021.1;Parent=gene-MM_RS00345;Dbxref=GenBank:WP_011032021.1,GeneID:1478409;Name=WP_011032021.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011032021.1;locus_tag=MM_RS00345;product=histone deacetylase family protein;protein_id=WP_011032021.1;transl_table=11	98.16666666666667	145.5	39.5	84.0	83.6029673174398	-0.159002362429986	0.257825295659457	-0.616705827964997	0.537428776454769	0.757299065502154
sense	NC_003901.1	Protein Homology	CDS	91254	92966	.	-	0	ID=cds-WP_011032022.1;Parent=gene-MM_RS00350;Dbxref=GenBank:WP_011032022.1,GeneID:1478410;Name=WP_011032022.1;Ontology_term=GO:0016787;gbkey=CDS;go_function=hydrolase activity|0016787||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011032022.1;locus_tag=MM_RS00350;product=hydantoinase/oxoprolinase family protein;protein_id=WP_011032022.1;transl_table=11	163.0	274.75	99.83333333333334	112.0	150.795233524643	-0.157355899745849	0.231394884271898	-0.68003188679379	0.496484270860509	0.73411992644532
sense	NC_003901.1	Protein Homology	CDS	93523	94458	.	-	0	ID=cds-WP_011032023.1;Parent=gene-MM_RS00355;Dbxref=GenBank:WP_011032023.1,GeneID:1478411;Name=WP_011032023.1;Ontology_term=GO:0015293;gbkey=CDS;go_function=symporter activity|0015293||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011032023.1;locus_tag=MM_RS00355;product=bile acid:sodium symporter family protein;protein_id=WP_011032023.1;transl_table=11	6516.5	8297.5	3672.0	4910.0	5572.09132434353	0.0305411312165811	0.143091440435418	0.213437862695675	0.830985450666464	0.922983189894432
sense	NC_003901.1	Protein Homology	CDS	94881	95573	.	+	0	ID=cds-WP_015410842.1;Parent=gene-MM_RS00360;Dbxref=GenBank:WP_015410842.1,GeneID:1478412;Name=WP_015410842.1;Ontology_term=GO:0003723;gbkey=CDS;go_function=RNA binding|0003723||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015410842.1;locus_tag=MM_RS00360;product=S4 domain-containing protein;protein_id=WP_015410842.1;transl_table=11	243.5	356.0	175.0	221.5	241.571601903511	0.213419096845733	0.19938816297431	1.07036994404342	0.284452822503868	0.539051078890967
sense	NC_003901.1	Protein Homology	CDS	95590	96258	.	+	0	ID=cds-WP_011032025.1;Parent=gene-MM_RS00365;Dbxref=GenBank:WP_011032025.1,GeneID:1478413;Name=WP_011032025.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011032025.1;locus_tag=MM_RS00365;product=DUF2119 domain-containing protein;protein_id=WP_011032025.1;transl_table=11	58.2	103.0	22.0	50.0	51.5421754478975	-0.270553900295887	0.289432818546159	-0.934772710485622	0.349905446126623	0.607631500531716
sense	NC_003901.1	Protein Homology	CDS	96455	98092	.	-	0	ID=cds-WP_048045829.1;Parent=gene-MM_RS00370;Dbxref=GenBank:WP_048045829.1,GeneID:1478414;Name=WP_048045829.1;Ontology_term=GO:0016887,GO:0140662;gbkey=CDS;gene=thsA;go_function=ATP hydrolysis activity|0016887||IEA,ATP-dependent protein folding chaperone|0140662||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015410844.1;locus_tag=MM_RS00370;product=thermosome subunit alpha;protein_id=WP_048045829.1;transl_table=11	818.1111111111111	1331.0	798.0	1440.5	1103.34069855903	0.799286743257071	0.161749445256571	4.94151149630976	7.7519244651671e-07	2.32317983713822e-05
sense	NC_003901.1	Protein Homology	CDS	98569	99273	.	-	0	ID=cds-WP_011032027.1;Parent=gene-MM_RS00375;Dbxref=GenBank:WP_011032027.1,GeneID:1478415;Name=WP_011032027.1;Ontology_term=GO:0006098,GO:0004751;gbkey=CDS;gene=rpiA;go_function=ribose-5-phosphate isomerase activity|0004751||IEA;go_process=pentose-phosphate shunt|0006098||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011032027.1;locus_tag=MM_RS00375;product=ribose 5-phosphate isomerase A;protein_id=WP_011032027.1;transl_table=11	453.83333333333337	653.3333333333334	146.0	267.0	334.992197770702	-0.577242845429716	0.184651540179021	-3.12611985185759	0.00177129346739171	0.0160409660738558
sense	NC_003901.1	Protein Homology	CDS	99386	100720	.	-	0	ID=cds-WP_011032028.1;Parent=gene-MM_RS00380;Dbxref=GenBank:WP_011032028.1,GeneID:1478416;Name=WP_011032028.1;Ontology_term=GO:0006422,GO:0000166,GO:0003676,GO:0004815,GO:0005524;gbkey=CDS;gene=aspS;go_function=nucleotide binding|0000166||IEA,nucleic acid binding|0003676||IEA,aspartate-tRNA ligase activity|0004815||IEA,ATP binding|0005524||IEA;go_process=aspartyl-tRNA aminoacylation|0006422||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011308097.1;locus_tag=MM_RS00380;product=aspartate--tRNA(Asn) ligase;protein_id=WP_011032028.1;transl_table=11	510.5	737.0	276.5	421.5	455.494060460247	-0.0246898394754833	0.169758482980513	-0.14544097615621	0.884362714294615	0.943526847039689
sense	NC_003901.1	Protein Homology	CDS	101238	101648	.	+	0	ID=cds-WP_048037492.1;Parent=gene-MM_RS00385;Dbxref=GenBank:WP_048037492.1,GeneID:1478417;Name=WP_048037492.1;Ontology_term=GO:0005507,GO:0009055;gbkey=CDS;go_function=copper ion binding|0005507||IEA,electron transfer activity|0009055||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015410847.1;locus_tag=MM_RS00385;product=plastocyanin/azurin family copper-binding protein;protein_id=WP_048037492.1;transl_table=11	576.0	738.0	318.05555555555554	383.0	477.07455911365	-0.0683445099711265	0.1795132476502	-0.380721260774597	0.703410091092967	0.854854989467915
sense	NC_003901.1	Protein Homology	CDS	101875	102135	.	+	0	ID=cds-WP_011032030.1;Parent=gene-MM_RS00390;Dbxref=GenBank:WP_011032030.1,GeneID:1478418;Name=WP_011032030.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011032030.1;locus_tag=MM_RS00390;product=hypothetical protein;protein_id=WP_011032030.1;transl_table=11	85.0	156.0	94.0	139.0	119.289679610244	0.656599712079879	0.238419473158674	2.7539684715388	0.0058877439753618	0.0391662968795807
sense	NC_003901.1	Protein Homology	CDS	102789	103499	.	+	0	ID=cds-WP_230625189.1;Parent=gene-MM_RS00395;Dbxref=GenBank:WP_230625189.1,GeneID:1478419;Name=WP_230625189.1;Ontology_term=GO:0042578,GO:0046872;gbkey=CDS;go_function=phosphoric ester hydrolase activity|0042578||IEA,metal ion binding|0046872||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011021690.1;locus_tag=MM_RS00395;product=metallophosphoesterase family protein;protein_id=WP_230625189.1;transl_table=11	103.5	136.5	40.0	86.0	83.8173842952902	-0.132425092206637	0.257611712429528	-0.51404919037935	0.60721759962671	0.808155329951537
sense	NC_003901.1	Protein Homology	CDS	103957	104670	.	-	0	ID=cds-WP_310892347.1;Parent=gene-MM_RS00400;Dbxref=GenBank:WP_310892347.1,GeneID:1478420;Name=WP_310892347.1;gbkey=CDS;inference=COORDINATES: protein motif:HMM:NF012383.5;locus_tag=MM_RS00400;product=phosphoribosyltransferase;protein_id=WP_310892347.1;transl_table=11	53.0	63.0	27.666666666666664	58.0	48.5927222505516	0.238460230270504	0.28876284703799	0.8257995539126	0.408917807197315	NA
sense	NC_003901.1	Protein Homology	CDS	105080	105976	.	+	0	ID=cds-WP_011032033.1;Parent=gene-MM_RS00405;Dbxref=GenBank:WP_011032033.1,GeneID:1478421;Name=WP_011032033.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011032033.1;locus_tag=MM_RS00405;product=hypothetical protein;protein_id=WP_011032033.1;transl_table=11	43.0	58.0	13.0	34.5	33.0640641170475	-0.226446288862348	0.309450255934224	-0.731769596307849	0.464309209248589	NA
sense	NC_003901.1	Protein Homology	CDS	106128	107282	.	-	0	ID=cds-WP_015410849.1;Parent=gene-MM_RS00410;Dbxref=GenBank:WP_015410849.1,GeneID:1478422;Name=WP_015410849.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015410849.1;locus_tag=MM_RS00410;product=hypothetical protein;protein_id=WP_015410849.1;transl_table=11	297.0	403.0	226.0	264.0	292.881159320812	0.292255148514994	0.196250516669279	1.48919428837735	0.136436214410156	0.352183600355678
sense	NC_003901.1	Protein Homology	CDS	107742	109103	.	-	0	ID=cds-WP_011032035.1;Parent=gene-MM_RS00415;Dbxref=GenBank:WP_011032035.1,GeneID:1478423;Name=WP_011032035.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011032035.1;locus_tag=MM_RS00415;product=PFL family protein;protein_id=WP_011032035.1;transl_table=11	237.0	359.5	107.5	188.5	203.967875213959	-0.188944373647996	0.204789537979098	-0.92262708101466	0.35620157792559	0.61343482643939
sense	NC_003901.1	Protein Homology	CDS	109130	109408	.	-	0	ID=cds-WP_011032036.1;Parent=gene-MM_RS00420;Dbxref=GenBank:WP_011032036.1,GeneID:1478424;Name=WP_011032036.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011032036.1;locus_tag=MM_RS00420;product=ACT domain-containing protein;protein_id=WP_011032036.1;transl_table=11	115.5	183.5	65.5	91.5	106.530195327151	-0.0810685267122204	0.241149565274137	-0.33617529693683	0.736738680143729	0.871743078519912
