#Sequence name	Source	Feature	Start	End	Score	Strand	Frame	Attributes	sense	antisense
NC_003901.1	Protein Homology	CDS	78236	79480	.	+	0	ID=cds-WP_011032013.1;Parent=gene-MM_RS00310;Dbxref=GenBank:WP_011032013.1,GeneID:1478401;Name=WP_011032013.1;Ontology_term=GO:0015948,GO:0018493;gbkey=CDS;go_function=formylmethanofuran dehydrogenase activity|0018493||IEA;go_process=methanogenesis|0015948||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015410834.1;locus_tag=MM_RS00310;product=formylmethanofuran dehydrogenase subunit B;protein_id=WP_011032013.1;transl_table=11	824.2	0
NC_003901.1	Protein Homology	CDS	79480	79878	.	+	0	ID=cds-WP_011032014.1;Parent=gene-MM_RS00315;Dbxref=GenBank:WP_011032014.1,GeneID:1478402;Name=WP_011032014.1;Ontology_term=GO:0016491,GO:0043546;gbkey=CDS;go_function=oxidoreductase activity|0016491||IEA,molybdopterin cofactor binding|0043546||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011032014.1;locus_tag=MM_RS00315;product=molybdopterin dinucleotide binding domain-containing protein;protein_id=WP_011032014.1;transl_table=11	232.0	0
NC_003901.1	Protein Homology	CDS	80012	80296	.	+	0	ID=cds-WP_011032015.1;Parent=gene-MM_RS00320;Dbxref=GenBank:WP_011032015.1,GeneID:1478403;Name=WP_011032015.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015410835.1;locus_tag=MM_RS00320;product=hypothetical protein;protein_id=WP_011032015.1;transl_table=11	197.0	0
NC_003901.1	Protein Homology	CDS	80558	81223	.	-	0	ID=cds-WP_011032016.1;Parent=gene-MM_RS00325;Dbxref=GenBank:WP_011032016.1,GeneID:1478404;Name=WP_011032016.1;Ontology_term=GO:0008168,GO:1904047;gbkey=CDS;go_function=methyltransferase activity|0008168||IEA,S-adenosyl-L-methionine binding|1904047||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011032016.1;locus_tag=MM_RS00325;product=class I SAM-dependent methyltransferase;protein_id=WP_011032016.1;transl_table=11	619.0	0
NC_003901.1	Protein Homology	CDS	81389	82753	.	-	0	ID=cds-WP_011032017.1;Parent=gene-MM_RS00330;Dbxref=GenBank:WP_011032017.1,GeneID:1478405;Name=WP_011032017.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011032017.1;locus_tag=MM_RS00330;product=NosD domain-containing protein;protein_id=WP_011032017.1;transl_table=11	498.0	0
NC_003901.1	Protein Homology	CDS	83342	85348	.	-	0	ID=cds-WP_011032018.1;Parent=gene-MM_RS00335;Dbxref=GenBank:WP_011032018.1,GeneID:1478406;Name=WP_011032018.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011032018.1;locus_tag=MM_RS00335;product=right-handed parallel beta-helix repeat-containing protein;protein_id=WP_011032018.1;transl_table=11	306.0	0
NC_003901.1	Protein Homology	CDS	85907	89065	.	-	0	ID=cds-WP_011032020.1;Parent=gene-MM_RS00340;Dbxref=GenBank:WP_011032020.1,GeneID:1478408;Name=WP_011032020.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011032020.1;locus_tag=MM_RS00340;product=NosD domain-containing protein;protein_id=WP_011032020.1;transl_table=11	758.75	0
NC_003901.1	Protein Homology	CDS	89713	91257	.	-	0	ID=cds-WP_011032021.1;Parent=gene-MM_RS00345;Dbxref=GenBank:WP_011032021.1,GeneID:1478409;Name=WP_011032021.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011032021.1;locus_tag=MM_RS00345;product=histone deacetylase family protein;protein_id=WP_011032021.1;transl_table=11	98.16666666666667	0
NC_003901.1	Protein Homology	CDS	91254	92966	.	-	0	ID=cds-WP_011032022.1;Parent=gene-MM_RS00350;Dbxref=GenBank:WP_011032022.1,GeneID:1478410;Name=WP_011032022.1;Ontology_term=GO:0016787;gbkey=CDS;go_function=hydrolase activity|0016787||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011032022.1;locus_tag=MM_RS00350;product=hydantoinase/oxoprolinase family protein;protein_id=WP_011032022.1;transl_table=11	163.0	0
NC_003901.1	Protein Homology	CDS	93523	94458	.	-	0	ID=cds-WP_011032023.1;Parent=gene-MM_RS00355;Dbxref=GenBank:WP_011032023.1,GeneID:1478411;Name=WP_011032023.1;Ontology_term=GO:0015293;gbkey=CDS;go_function=symporter activity|0015293||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011032023.1;locus_tag=MM_RS00355;product=bile acid:sodium symporter family protein;protein_id=WP_011032023.1;transl_table=11	6516.5	0
NC_003901.1	Protein Homology	CDS	94881	95573	.	+	0	ID=cds-WP_015410842.1;Parent=gene-MM_RS00360;Dbxref=GenBank:WP_015410842.1,GeneID:1478412;Name=WP_015410842.1;Ontology_term=GO:0003723;gbkey=CDS;go_function=RNA binding|0003723||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015410842.1;locus_tag=MM_RS00360;product=S4 domain-containing protein;protein_id=WP_015410842.1;transl_table=11	243.5	0
NC_003901.1	Protein Homology	CDS	95590	96258	.	+	0	ID=cds-WP_011032025.1;Parent=gene-MM_RS00365;Dbxref=GenBank:WP_011032025.1,GeneID:1478413;Name=WP_011032025.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011032025.1;locus_tag=MM_RS00365;product=DUF2119 domain-containing protein;protein_id=WP_011032025.1;transl_table=11	58.2	0
NC_003901.1	Protein Homology	CDS	96455	98092	.	-	0	ID=cds-WP_048045829.1;Parent=gene-MM_RS00370;Dbxref=GenBank:WP_048045829.1,GeneID:1478414;Name=WP_048045829.1;Ontology_term=GO:0016887,GO:0140662;gbkey=CDS;gene=thsA;go_function=ATP hydrolysis activity|0016887||IEA,ATP-dependent protein folding chaperone|0140662||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015410844.1;locus_tag=MM_RS00370;product=thermosome subunit alpha;protein_id=WP_048045829.1;transl_table=11	818.1111111111111	0
NC_003901.1	Protein Homology	CDS	98569	99273	.	-	0	ID=cds-WP_011032027.1;Parent=gene-MM_RS00375;Dbxref=GenBank:WP_011032027.1,GeneID:1478415;Name=WP_011032027.1;Ontology_term=GO:0006098,GO:0004751;gbkey=CDS;gene=rpiA;go_function=ribose-5-phosphate isomerase activity|0004751||IEA;go_process=pentose-phosphate shunt|0006098||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011032027.1;locus_tag=MM_RS00375;product=ribose 5-phosphate isomerase A;protein_id=WP_011032027.1;transl_table=11	453.83333333333337	0
NC_003901.1	Protein Homology	CDS	99386	100720	.	-	0	ID=cds-WP_011032028.1;Parent=gene-MM_RS00380;Dbxref=GenBank:WP_011032028.1,GeneID:1478416;Name=WP_011032028.1;Ontology_term=GO:0006422,GO:0000166,GO:0003676,GO:0004815,GO:0005524;gbkey=CDS;gene=aspS;go_function=nucleotide binding|0000166||IEA,nucleic acid binding|0003676||IEA,aspartate-tRNA ligase activity|0004815||IEA,ATP binding|0005524||IEA;go_process=aspartyl-tRNA aminoacylation|0006422||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011308097.1;locus_tag=MM_RS00380;product=aspartate--tRNA(Asn) ligase;protein_id=WP_011032028.1;transl_table=11	510.5	0
NC_003901.1	Protein Homology	CDS	101238	101648	.	+	0	ID=cds-WP_048037492.1;Parent=gene-MM_RS00385;Dbxref=GenBank:WP_048037492.1,GeneID:1478417;Name=WP_048037492.1;Ontology_term=GO:0005507,GO:0009055;gbkey=CDS;go_function=copper ion binding|0005507||IEA,electron transfer activity|0009055||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015410847.1;locus_tag=MM_RS00385;product=plastocyanin/azurin family copper-binding protein;protein_id=WP_048037492.1;transl_table=11	576.0	0
NC_003901.1	Protein Homology	CDS	101875	102135	.	+	0	ID=cds-WP_011032030.1;Parent=gene-MM_RS00390;Dbxref=GenBank:WP_011032030.1,GeneID:1478418;Name=WP_011032030.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011032030.1;locus_tag=MM_RS00390;product=hypothetical protein;protein_id=WP_011032030.1;transl_table=11	85.0	0
NC_003901.1	Protein Homology	CDS	102789	103499	.	+	0	ID=cds-WP_230625189.1;Parent=gene-MM_RS00395;Dbxref=GenBank:WP_230625189.1,GeneID:1478419;Name=WP_230625189.1;Ontology_term=GO:0042578,GO:0046872;gbkey=CDS;go_function=phosphoric ester hydrolase activity|0042578||IEA,metal ion binding|0046872||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011021690.1;locus_tag=MM_RS00395;product=metallophosphoesterase family protein;protein_id=WP_230625189.1;transl_table=11	103.5	0
NC_003901.1	Protein Homology	CDS	103957	104670	.	-	0	ID=cds-WP_310892347.1;Parent=gene-MM_RS00400;Dbxref=GenBank:WP_310892347.1,GeneID:1478420;Name=WP_310892347.1;gbkey=CDS;inference=COORDINATES: protein motif:HMM:NF012383.5;locus_tag=MM_RS00400;product=phosphoribosyltransferase;protein_id=WP_310892347.1;transl_table=11	53.0	0
NC_003901.1	Protein Homology	CDS	105080	105976	.	+	0	ID=cds-WP_011032033.1;Parent=gene-MM_RS00405;Dbxref=GenBank:WP_011032033.1,GeneID:1478421;Name=WP_011032033.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011032033.1;locus_tag=MM_RS00405;product=hypothetical protein;protein_id=WP_011032033.1;transl_table=11	43.0	0
NC_003901.1	Protein Homology	CDS	106128	107282	.	-	0	ID=cds-WP_015410849.1;Parent=gene-MM_RS00410;Dbxref=GenBank:WP_015410849.1,GeneID:1478422;Name=WP_015410849.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015410849.1;locus_tag=MM_RS00410;product=hypothetical protein;protein_id=WP_015410849.1;transl_table=11	297.0	0
NC_003901.1	Protein Homology	CDS	107742	109103	.	-	0	ID=cds-WP_011032035.1;Parent=gene-MM_RS00415;Dbxref=GenBank:WP_011032035.1,GeneID:1478423;Name=WP_011032035.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011032035.1;locus_tag=MM_RS00415;product=PFL family protein;protein_id=WP_011032035.1;transl_table=11	237.0	0
NC_003901.1	Protein Homology	CDS	109130	109408	.	-	0	ID=cds-WP_011032036.1;Parent=gene-MM_RS00420;Dbxref=GenBank:WP_011032036.1,GeneID:1478424;Name=WP_011032036.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011032036.1;locus_tag=MM_RS00420;product=ACT domain-containing protein;protein_id=WP_011032036.1;transl_table=11	115.5	0
NC_003901.1	Protein Homology	CDS	109844	110353	.	-	0	ID=cds-WP_048036607.1;Parent=gene-MM_RS00425;Dbxref=GenBank:WP_048036607.1,GeneID:1478426;Name=WP_048036607.1;Ontology_term=GO:0008652,GO:0009073,GO:0000287,GO:0004765,GO:0005524;gbkey=CDS;go_function=magnesium ion binding|0000287||IEA,shikimate kinase activity|0004765||IEA,ATP binding|0005524||IEA;go_process=amino acid biosynthetic process|0008652||IEA,aromatic amino acid family biosynthetic process|0009073||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015410852.1;locus_tag=MM_RS00425;product=shikimate kinase;protein_id=WP_048036607.1;transl_table=11	214.0	0
NC_003901.1	Protein Homology	CDS	110609	111025	.	-	0	ID=cds-WP_226987658.1;Parent=gene-MM_RS00430;Dbxref=GenBank:WP_226987658.1,GeneID:1478427;Name=WP_226987658.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011023173.1;locus_tag=MM_RS00430;product=hypothetical protein;protein_id=WP_226987658.1;transl_table=11	2660.0	0
NC_003901.1	Protein Homology	CDS	111384	111917	.	-	0	ID=cds-WP_011032040.1;Parent=gene-MM_RS00435;Dbxref=GenBank:WP_011032040.1,GeneID:1478428;Name=WP_011032040.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011032040.1;locus_tag=MM_RS00435;product=tRNA (cytidine(56)-2'-O)-methyltransferase;protein_id=WP_011032040.1;transl_table=11	331.0	0
NC_003901.1	Protein Homology	CDS	112009	113529	.	-	0	ID=cds-WP_193334224.1;Parent=gene-MM_RS00440;Dbxref=GenBank:WP_193334224.1,GeneID:1478429;Name=WP_193334224.1;Ontology_term=GO:0046125;gbkey=CDS;go_process=pyrimidine deoxyribonucleoside metabolic process|0046125||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011023176.1;locus_tag=MM_RS00440;product=AMP phosphorylase;protein_id=WP_193334224.1;transl_table=11	826.0	0
NC_003901.1	Protein Homology	CDS	113888	114763	.	-	0	ID=cds-WP_011032042.1;Parent=gene-MM_RS00445;Dbxref=GenBank:WP_011032042.1,GeneID:1478430;Name=WP_011032042.1;Ontology_term=GO:0055085,GO:0022857,GO:0016020;gbkey=CDS;go_component=membrane|0016020||IEA;go_function=transmembrane transporter activity|0022857||IEA;go_process=transmembrane transport|0055085||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011032042.1;locus_tag=MM_RS00445;product=DMT family transporter;protein_id=WP_011032042.1;transl_table=11	260.3333333333332	0
NC_003901.1	Protein Homology	CDS	115136	115342	.	-	0	ID=cds-WP_011032043.1;Parent=gene-MM_RS00450;Dbxref=GenBank:WP_011032043.1,GeneID:1478431;Name=WP_011032043.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011032043.1;locus_tag=MM_RS00450;product=hypothetical protein;protein_id=WP_011032043.1;transl_table=11	216.0	0
NC_003901.1	Protein Homology	CDS	115984	116205	.	-	0	ID=cds-WP_015410855.1;Parent=gene-MM_RS00455;Dbxref=GenBank:WP_015410855.1,GeneID:1478432;Name=WP_015410855.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015410855.1;locus_tag=MM_RS00455;product=hypothetical protein;protein_id=WP_015410855.1;transl_table=11	1161.0	0
NC_003901.1	Protein Homology	CDS	117271	118440	.	-	0	ID=cds-WP_048043085.1;Parent=gene-MM_RS00460;Dbxref=GenBank:WP_048043085.1,GeneID:1478433;Name=WP_048043085.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015410856.1;locus_tag=MM_RS00460;product=ABC transporter permease;protein_id=WP_048043085.1;transl_table=11	320.0	0
NC_003901.1	Protein Homology	CDS	118499	119647	.	-	0	ID=cds-WP_011032046.1;Parent=gene-MM_RS00465;Dbxref=GenBank:WP_011032046.1,GeneID:1478434;Name=WP_011032046.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011032046.1;locus_tag=MM_RS00465;product=hypothetical protein;protein_id=WP_011032046.1;transl_table=11	272.0	0
NC_003901.1	Protein Homology	CDS	120251	121708	.	+	0	ID=cds-WP_048045984.1;Parent=gene-MM_RS00470;Dbxref=GenBank:WP_048045984.1,GeneID:1478435;Name=WP_048045984.1;Ontology_term=GO:0009236,GO:0003824;gbkey=CDS;go_function=catalytic activity|0003824||IEA;go_process=cobalamin biosynthetic process|0009236||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011023184.1;locus_tag=MM_RS00470;product=cobyric acid synthase;protein_id=WP_048045984.1;transl_table=11	548.2833333333333	0
NC_003901.1	GeneMarkS-2+	CDS	122045	122293	.	-	0	ID=cds-WP_226987659.1;Parent=gene-MM_RS19060;Dbxref=GenBank:WP_226987659.1,GeneID:68225790;Name=WP_226987659.1;gbkey=CDS;inference=COORDINATES: ab initio prediction:GeneMarkS-2+;locus_tag=MM_RS19060;product=hypothetical protein;protein_id=WP_226987659.1;transl_table=11	9.25	0
NC_003901.1	Protein Homology	CDS	122259	122453	.	-	0	ID=cds-WP_052273681.1;Parent=gene-MM_RS19065;Dbxref=GenBank:WP_052273681.1,GeneID:68225791;Name=WP_052273681.1;Ontology_term=GO:0046677;gbkey=CDS;go_process=response to antibiotic|0046677||IEA;inference=COORDINATES: protein motif:HMM:NF016994.5;locus_tag=MM_RS19065;product=erythromycin esterase family protein;protein_id=WP_052273681.1;transl_table=11	5.0	0
NC_003901.1	GeneMarkS-2+	CDS	123094	123825	.	+	0	ID=cds-WP_137726770.1;Parent=gene-MM_RS00480;Dbxref=GenBank:WP_137726770.1,GeneID:1478437;Name=WP_137726770.1;gbkey=CDS;inference=COORDINATES: ab initio prediction:GeneMarkS-2+;locus_tag=MM_RS00480;product=hypothetical protein;protein_id=WP_137726770.1;transl_table=11	317.0	0
NC_003901.1	Protein Homology	CDS	124395	125663	.	+	0	ID=cds-WP_011032050.1;Parent=gene-MM_RS00485;Dbxref=GenBank:WP_011032050.1,GeneID:1478438;Name=WP_011032050.1;Ontology_term=GO:0004803;gbkey=CDS;go_function=transposase activity|0004803||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011032006.1;locus_tag=MM_RS00485;product=IS110 family transposase;protein_id=WP_011032050.1;transl_table=11	147.51349206349207	0
NC_003901.1	Protein Homology	CDS	125736	126716	.	-	0	ID=cds-WP_048040187.1;Parent=gene-MM_RS00490;Dbxref=GenBank:WP_048040187.1,GeneID:1478439;Name=WP_048040187.1;Ontology_term=GO:0006522,GO:0000286,GO:0051287;gbkey=CDS;gene=ala;go_function=alanine dehydrogenase activity|0000286||IEA,NAD binding|0051287||IEA;go_process=alanine metabolic process|0006522||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015410859.1;locus_tag=MM_RS00490;product=alanine dehydrogenase;protein_id=WP_048040187.1;transl_table=11	1187.6666666666667	0
NC_003901.1	Protein Homology	CDS	126938	127639	.	+	0	ID=cds-WP_080503010.1;Parent=gene-MM_RS00495;Dbxref=GenBank:WP_080503010.1,GeneID:1478440;Name=WP_080503010.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015410860.1;locus_tag=MM_RS00495;product=DUF434 domain-containing protein;protein_id=WP_080503010.1;transl_table=11	728.5	0
NC_003901.1	Protein Homology	CDS	127683	128354	.	-	0	ID=cds-WP_319424401.1;Parent=gene-MM_RS19070;Dbxref=GenBank:WP_319424401.1,GeneID:68225792;Name=WP_319424401.1;gbkey=CDS;inference=COORDINATES: protein motif:HMM:NF024824.5;locus_tag=MM_RS19070;product=tetratricopeptide repeat protein;protein_id=WP_319424401.1;transl_table=11	103.0	0
NC_003901.1	GeneMarkS-2+	CDS	128355	128741	.	-	0	ID=cds-WP_226987660.1;Parent=gene-MM_RS19075;Dbxref=GenBank:WP_226987660.1,GeneID:68225793;Name=WP_226987660.1;gbkey=CDS;inference=COORDINATES: ab initio prediction:GeneMarkS-2+;locus_tag=MM_RS19075;product=hypothetical protein;protein_id=WP_226987660.1;transl_table=11	319.0	0
NC_003901.1	Protein Homology	CDS	129028	129381	.	-	0	ID=cds-WP_011032055.1;Parent=gene-MM_RS00505;Dbxref=GenBank:WP_011032055.1,GeneID:1478443;Name=WP_011032055.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011032055.1;locus_tag=MM_RS00505;product=hypothetical protein;protein_id=WP_011032055.1;transl_table=11	45.0	0
NC_003901.1	Protein Homology	CDS	129828	130616	.	+	0	ID=cds-WP_226987661.1;Parent=gene-MM_RS00510;Dbxref=GenBank:WP_226987661.1,GeneID:1478444;Name=WP_226987661.1;Ontology_term=GO:0016787;gbkey=CDS;go_function=hydrolase activity|0016787||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015410862.1;locus_tag=MM_RS00510;product=metallophosphoesterase;protein_id=WP_226987661.1;transl_table=11	133.5	0
NC_003901.1	Protein Homology	CDS	130954	132141	.	-	0	ID=cds-WP_011032057.1;Parent=gene-MM_RS00515;Dbxref=GenBank:WP_011032057.1,GeneID:1478445;Name=WP_011032057.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015410863.1;locus_tag=MM_RS00515;product=tetratricopeptide repeat protein;protein_id=WP_011032057.1;transl_table=11	205.0	0
NC_003901.1	Protein Homology	CDS	133004	133243	.	-	0	ID=cds-WP_048040185.1;Parent=gene-MM_RS00520;Dbxref=GenBank:WP_048040185.1,GeneID:1478447;Name=WP_048040185.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015410864.1;locus_tag=MM_RS00520;product=hypothetical protein;protein_id=WP_048040185.1;transl_table=11	52.5	0
NC_003901.1	Protein Homology	CDS	133816	134220	.	+	0	ID=cds-WP_011032060.1;Parent=gene-MM_RS00525;Dbxref=GenBank:WP_011032060.1,GeneID:1478448;Name=WP_011032060.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011023195.1;locus_tag=MM_RS00525;product=FxsA family protein;protein_id=WP_011032060.1;transl_table=11	172.0	0
NC_003901.1	Protein Homology	CDS	134330	135046	.	-	0	ID=cds-WP_011032061.1;Parent=gene-MM_RS00530;Dbxref=GenBank:WP_011032061.1,GeneID:1478449;Name=WP_011032061.1;Ontology_term=GO:0016020;gbkey=CDS;go_component=membrane|0016020||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011032061.1;locus_tag=MM_RS00530;product=LrgB family protein;protein_id=WP_011032061.1;transl_table=11	32.0	0
NC_003901.1	Protein Homology	CDS	135048	135449	.	-	0	ID=cds-WP_011032062.1;Parent=gene-MM_RS00535;Dbxref=GenBank:WP_011032062.1,GeneID:1478450;Name=WP_011032062.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011032062.1;locus_tag=MM_RS00535;product=CidA/LrgA family protein;protein_id=WP_011032062.1;transl_table=11	144.0	0
NC_003901.1	Protein Homology	CDS	135686	136876	.	+	0	ID=cds-WP_048039736.1;Parent=gene-MM_RS00540;Dbxref=GenBank:WP_048039736.1,GeneID:1478451;Name=WP_048039736.1;Ontology_term=GO:0006520,GO:0030170,GO:0031071;gbkey=CDS;gene=nifS;go_function=pyridoxal phosphate binding|0030170||IEA,cysteine desulfurase activity|0031071||IEA;go_process=amino acid metabolic process|0006520||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015410866.1;locus_tag=MM_RS00540;product=cysteine desulfurase NifS;protein_id=WP_048039736.1;transl_table=11	253.25	0
NC_003901.1	Protein Homology	CDS	136905	137294	.	+	0	ID=cds-WP_015410867.1;Parent=gene-MM_RS00545;Dbxref=GenBank:WP_015410867.1,GeneID:1478452;Name=WP_015410867.1;Ontology_term=GO:0016226,GO:0005198;gbkey=CDS;gene=nifU;go_function=structural molecule activity|0005198||IEA;go_process=iron-sulfur cluster assembly|0016226||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015410867.1;locus_tag=MM_RS00545;product=Fe-S cluster assembly scaffold protein NifU;protein_id=WP_015410867.1;transl_table=11	41.0	0
NC_003901.1	Protein Homology	CDS	137429	138403	.	+	0	ID=cds-WP_011032065.1;Parent=gene-MM_RS00550;Dbxref=GenBank:WP_011032065.1,GeneID:1478453;Name=WP_011032065.1;Ontology_term=GO:0036211,GO:0016879;gbkey=CDS;gene=mptN;go_function=ligase activity%2C forming carbon-nitrogen bonds|0016879||IEA;go_process=protein modification process|0036211||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015410868.1;locus_tag=MM_RS00550;product=tetrahydromethanopterin:alpha-L-glutamate ligase;protein_id=WP_011032065.1;transl_table=11	55.0	0
