locus_tag	ftype	length_bp	gene	EC_number	COG	product
IJOGNDPK_00255	CDS	735	ispU	2.5.1.31	COG0020	Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific)
IJOGNDPK_00256	gene	2640	bamA_1			
IJOGNDPK_00256	CDS	2640	bamA_1		COG4775	Outer membrane protein assembly factor BamA
IJOGNDPK_00257	gene	516				
IJOGNDPK_00257	CDS	516				hypothetical protein
IJOGNDPK_00258	gene	507				
IJOGNDPK_00258	CDS	507				hypothetical protein
IJOGNDPK_00259	gene	840	murI			
IJOGNDPK_00259	CDS	840	murI	5.1.1.3	COG0796	Glutamate racemase
IJOGNDPK_00260	gene	240				
IJOGNDPK_00260	CDS	240				hypothetical protein
IJOGNDPK_00261	gene	1155	proB			
IJOGNDPK_00261	CDS	1155	proB	2.7.2.11	COG0263	Glutamate 5-kinase
IJOGNDPK_00262	gene	1248	proA			
IJOGNDPK_00262	CDS	1248	proA	1.2.1.41	COG0014	Gamma-glutamyl phosphate reductase
IJOGNDPK_00263	gene	954	argF'			
IJOGNDPK_00263	CDS	954	argF'	2.1.3.11		N-succinylornithine carbamoyltransferase
IJOGNDPK_00264	gene	387	glpE			
IJOGNDPK_00264	CDS	387	glpE	2.8.1.1		Thiosulfate sulfurtransferase GlpE
IJOGNDPK_00265	gene	669				
IJOGNDPK_00265	CDS	669				hypothetical protein
IJOGNDPK_00266	gene	1158				
IJOGNDPK_00266	CDS	1158				hypothetical protein
IJOGNDPK_00267	gene	981	ddlB			
IJOGNDPK_00267	CDS	981	ddlB	6.3.2.4	COG1181	D-alanine--D-alanine ligase B
IJOGNDPK_00268	gene	1071	rluD_1			
IJOGNDPK_00268	CDS	1071	rluD_1	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
IJOGNDPK_00269	gene	648				
IJOGNDPK_00269	CDS	648				hypothetical protein
IJOGNDPK_00270	gene	249				
IJOGNDPK_00270	CDS	249				hypothetical protein
IJOGNDPK_00271	gene	567	efp			
IJOGNDPK_00271	CDS	567	efp		COG0231	Elongation factor P
IJOGNDPK_00272	gene	990				
IJOGNDPK_00272	CDS	990				hypothetical protein
IJOGNDPK_00273	gene	687				
IJOGNDPK_00273	CDS	687				hypothetical protein
IJOGNDPK_00274	gene	312	sufT			
IJOGNDPK_00274	CDS	312	sufT			Fe-S protein maturation auxiliary factor SufT
IJOGNDPK_00275	gene	765	lpxH			
IJOGNDPK_00275	CDS	765	lpxH	3.6.1.54	COG2908	UDP-2,3-diacylglucosamine hydrolase
IJOGNDPK_00276	gene	1401	phoB			
IJOGNDPK_00276	CDS	1401	phoB	3.1.3.1	COG1785	Alkaline phosphatase 3
IJOGNDPK_00277	gene	318				
IJOGNDPK_00277	CDS	318				hypothetical protein
IJOGNDPK_00278	gene	393				
IJOGNDPK_00278	CDS	393				hypothetical protein
IJOGNDPK_00279	gene	1197	ackA			
IJOGNDPK_00279	CDS	1197	ackA	2.7.2.1	COG0282	Acetate kinase
IJOGNDPK_00280	gene	1020	pta_1			
IJOGNDPK_00280	CDS	1020	pta_1	2.3.1.8	COG0280	Phosphate acetyltransferase
IJOGNDPK_00281	gene	339				
IJOGNDPK_00281	CDS	339				hypothetical protein
IJOGNDPK_00282	gene	696	yohK			
IJOGNDPK_00282	CDS	696	yohK		COG1346	Inner membrane protein YohK
IJOGNDPK_00283	gene	915				
IJOGNDPK_00283	CDS	915				hypothetical protein
IJOGNDPK_00284	gene	1017	eis			
IJOGNDPK_00284	CDS	1017	eis	2.3.1.-		N-acetyltransferase Eis
IJOGNDPK_00285	gene	1320	pmbA			
IJOGNDPK_00285	CDS	1320	pmbA	3.4.-.-	COG0312	Metalloprotease PmbA
IJOGNDPK_00286	gene	1539	tldD			
IJOGNDPK_00286	CDS	1539	tldD	3.4.-.-	COG0312	Metalloprotease TldD
IJOGNDPK_00287	gene	765	cdaA			
IJOGNDPK_00287	CDS	765	cdaA	2.7.7.85	COG1624	Cyclic di-AMP synthase CdaA
IJOGNDPK_00288	gene	852	folP			
IJOGNDPK_00288	CDS	852	folP	2.5.1.15	COG0294	Dihydropteroate synthase
IJOGNDPK_00289	gene	1299	murF			
IJOGNDPK_00289	CDS	1299	murF	6.3.2.10	COG0770	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
IJOGNDPK_00290	gene	426				
IJOGNDPK_00290	CDS	426				hypothetical protein
IJOGNDPK_00291	gene	1368				
IJOGNDPK_00291	CDS	1368				hypothetical protein
IJOGNDPK_00292	gene	951				
IJOGNDPK_00292	CDS	951				hypothetical protein
IJOGNDPK_00293	gene	660	lolD			
IJOGNDPK_00293	CDS	660	lolD	3.6.3.-	COG1136	Lipoprotein-releasing system ATP-binding protein LolD
IJOGNDPK_00294	gene	711	tcdA			
IJOGNDPK_00294	CDS	711	tcdA	6.1.-.-	COG1179	tRNA threonylcarbamoyladenosine dehydratase
IJOGNDPK_00295	gene	2130	kefB_1			
IJOGNDPK_00295	CDS	2130	kefB_1			Glutathione-regulated potassium-efflux system protein KefB
IJOGNDPK_00296	gene	1008	asd			
IJOGNDPK_00296	CDS	1008	asd	1.2.1.11	COG0136	Aspartate-semialdehyde dehydrogenase
IJOGNDPK_00297	gene	102				
IJOGNDPK_00297	CDS	102				hypothetical protein
IJOGNDPK_00298	gene	1899				
IJOGNDPK_00298	CDS	1899				hypothetical protein
IJOGNDPK_00299	gene	3342	susC_2			
IJOGNDPK_00299	CDS	3342	susC_2			TonB-dependent receptor SusC
IJOGNDPK_00300	gene	849				
IJOGNDPK_00300	CDS	849				hypothetical protein
IJOGNDPK_00301	gene	126				
IJOGNDPK_00301	CDS	126				hypothetical protein
IJOGNDPK_00302	gene	3396				
IJOGNDPK_00302	CDS	3396				TonB-dependent receptor P26
IJOGNDPK_00303	gene	1686				
IJOGNDPK_00303	CDS	1686				hypothetical protein
IJOGNDPK_00304	gene	1554				
IJOGNDPK_00304	CDS	1554				hypothetical protein
IJOGNDPK_00305	gene	441				
IJOGNDPK_00305	CDS	441				hypothetical protein
IJOGNDPK_00306	gene	309				
IJOGNDPK_00306	CDS	309				hypothetical protein
IJOGNDPK_00307	gene	624				
IJOGNDPK_00307	CDS	624				hypothetical protein
IJOGNDPK_00308	gene	2094				
IJOGNDPK_00308	CDS	2094				hypothetical protein
IJOGNDPK_00309	gene	1263				
IJOGNDPK_00309	CDS	1263				hypothetical protein
IJOGNDPK_00310	gene	1455				
IJOGNDPK_00310	CDS	1455				hypothetical protein
IJOGNDPK_00311	gene	3108				
IJOGNDPK_00311	CDS	3108				hypothetical protein
IJOGNDPK_00312	gene	1866	bamB			
IJOGNDPK_00312	CDS	1866	bamB			Outer membrane protein assembly factor BamB
IJOGNDPK_00313	gene	1473				
IJOGNDPK_00313	CDS	1473				hypothetical protein
IJOGNDPK_00314	gene	933				
IJOGNDPK_00314	CDS	933				hypothetical protein
IJOGNDPK_00315	gene	1692				
IJOGNDPK_00315	CDS	1692				hypothetical protein
IJOGNDPK_00316	gene	1323	ampG			
IJOGNDPK_00316	CDS	1323	ampG		COG0477	Anhydromuropeptide permease
IJOGNDPK_00317	gene	1245				
IJOGNDPK_00317	CDS	1245				hypothetical protein
IJOGNDPK_00318	gene	2976				
IJOGNDPK_00318	CDS	2976				hypothetical protein
IJOGNDPK_00319	gene	1185				
IJOGNDPK_00319	CDS	1185				hypothetical protein
IJOGNDPK_00320	gene	840				
IJOGNDPK_00320	CDS	840				hypothetical protein
IJOGNDPK_00321	gene	837	murQ			
IJOGNDPK_00321	CDS	837	murQ	4.2.1.126	COG2103	N-acetylmuramic acid 6-phosphate etherase
IJOGNDPK_00322	gene	1857	yfeW_3			
IJOGNDPK_00322	CDS	1857	yfeW_3	3.4.16.4		Putative D-alanyl-D-alanine carboxypeptidase
IJOGNDPK_00323	gene	639				
IJOGNDPK_00323	CDS	639				hypothetical protein
IJOGNDPK_00324	gene	1542	glyQS			
IJOGNDPK_00324	CDS	1542	glyQS	6.1.1.14		Glycine--tRNA ligase
IJOGNDPK_00325	gene	1095	xsa_2			
IJOGNDPK_00325	CDS	1095	xsa_2			Xylosidase/arabinosidase
IJOGNDPK_00326	gene	2682	gyrA_1			
IJOGNDPK_00326	CDS	2682	gyrA_1	5.6.2.2		DNA gyrase subunit A
IJOGNDPK_00327	gene	855				
IJOGNDPK_00327	CDS	855				hypothetical protein
IJOGNDPK_00328	gene	1023				
IJOGNDPK_00328	CDS	1023				hypothetical protein
IJOGNDPK_00329	gene	83				
IJOGNDPK_00329	tRNA	83				tRNA-Leu(tag)
IJOGNDPK_00330	gene	2514				
IJOGNDPK_00330	CDS	2514				hypothetical protein
IJOGNDPK_00331	gene	315				
IJOGNDPK_00331	CDS	315				hypothetical protein
IJOGNDPK_00332	gene	246				
IJOGNDPK_00332	CDS	246				hypothetical protein
IJOGNDPK_00333	gene	423				
IJOGNDPK_00333	CDS	423				hypothetical protein
IJOGNDPK_00334	gene	294				
IJOGNDPK_00334	CDS	294				hypothetical protein
IJOGNDPK_00335	gene	1296				
IJOGNDPK_00335	CDS	1296				hypothetical protein
IJOGNDPK_00336	gene	468				
IJOGNDPK_00336	CDS	468		3.6.1.25	COG2954	Inorganic triphosphatase
IJOGNDPK_00337	gene	135				
IJOGNDPK_00337	CDS	135				hypothetical protein
IJOGNDPK_00338	gene	1116	prfB			
IJOGNDPK_00338	CDS	1116	prfB		COG1186	Peptide chain release factor RF2
IJOGNDPK_00339	gene	501	susC_3			
IJOGNDPK_00339	CDS	501	susC_3			TonB-dependent receptor SusC
IJOGNDPK_00340	gene	1806				
IJOGNDPK_00340	CDS	1806		6.2.1.3	COG1022	Long-chain-fatty-acid--CoA ligase FadD15
IJOGNDPK_00341	gene	1071	dapE_1			
IJOGNDPK_00341	CDS	1071	dapE_1	3.5.1.18	COG0624	Putative succinyl-diaminopimelate desuccinylase DapE
IJOGNDPK_00342	gene	1302				
IJOGNDPK_00342	CDS	1302				hypothetical protein
IJOGNDPK_00343	gene	594				
IJOGNDPK_00343	CDS	594				hypothetical protein
IJOGNDPK_00344	gene	1854	bepA_1			
IJOGNDPK_00344	CDS	1854	bepA_1	3.4.-.-		Beta-barrel assembly-enhancing protease
IJOGNDPK_00345	gene	438	dut			
IJOGNDPK_00345	CDS	438	dut	3.6.1.23		Deoxyuridine 5'-triphosphate nucleotidohydrolase
IJOGNDPK_00346	gene	1326	dgt			
IJOGNDPK_00346	CDS	1326	dgt	3.1.5.1		Deoxyguanosinetriphosphate triphosphohydrolase
IJOGNDPK_00347	gene	543				
IJOGNDPK_00347	CDS	543				hypothetical protein
IJOGNDPK_00348	gene	1119				
IJOGNDPK_00348	CDS	1119				hypothetical protein
IJOGNDPK_00349	gene	153				
IJOGNDPK_00349	CDS	153				hypothetical protein
IJOGNDPK_00350	gene	990				
IJOGNDPK_00350	CDS	990				hypothetical protein
IJOGNDPK_00351	gene	846				
IJOGNDPK_00351	CDS	846				hypothetical protein
IJOGNDPK_00352	gene	504	sigR			
IJOGNDPK_00352	CDS	504	sigR		COG1595	ECF RNA polymerase sigma factor SigR
IJOGNDPK_00353	gene	150				
IJOGNDPK_00353	CDS	150				hypothetical protein
IJOGNDPK_00354	gene	534	mraZ			
IJOGNDPK_00354	CDS	534	mraZ		COG2001	Transcriptional regulator MraZ
IJOGNDPK_00355	gene	924	rsmH			
IJOGNDPK_00355	CDS	924	rsmH	2.1.1.199	COG0275	Ribosomal RNA small subunit methyltransferase H
IJOGNDPK_00356	gene	351				
IJOGNDPK_00356	CDS	351				hypothetical protein
IJOGNDPK_00357	gene	2163	spoVD			
IJOGNDPK_00357	CDS	2163	spoVD		COG0768	Stage V sporulation protein D
IJOGNDPK_00358	gene	1449	murE			
IJOGNDPK_00358	CDS	1449	murE	6.3.2.13	COG0769	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase
IJOGNDPK_00359	gene	1269	mraY			
IJOGNDPK_00359	CDS	1269	mraY	2.7.8.13	COG0472	Phospho-N-acetylmuramoyl-pentapeptide-transferase
IJOGNDPK_00360	gene	1335	murD			
IJOGNDPK_00360	CDS	1335	murD	6.3.2.9		UDP-N-acetylmuramoylalanine--D-glutamate ligase
IJOGNDPK_00361	gene	1326	ftsW			
IJOGNDPK_00361	CDS	1326	ftsW	2.4.1.129	COG0772	putative peptidoglycan glycosyltransferase FtsW
IJOGNDPK_00362	gene	1221	murG			
IJOGNDPK_00362	CDS	1221	murG	2.4.1.227	COG0707	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
IJOGNDPK_00363	gene	1386	murC			
IJOGNDPK_00363	CDS	1386	murC	6.3.2.8	COG0773	UDP-N-acetylmuramate--L-alanine ligase
IJOGNDPK_00364	gene	741				
IJOGNDPK_00364	CDS	741				hypothetical protein
IJOGNDPK_00365	gene	1449	ftsA			
IJOGNDPK_00365	CDS	1449	ftsA			Cell division protein FtsA
IJOGNDPK_00366	gene	1314	ftsZ			
IJOGNDPK_00366	CDS	1314	ftsZ			Cell division protein FtsZ
IJOGNDPK_00367	gene	450	yqeY			
IJOGNDPK_00367	CDS	450	yqeY		COG1610	putative protein YqeY
IJOGNDPK_00368	gene	729	recO			
IJOGNDPK_00368	CDS	729	recO			DNA repair protein RecO
IJOGNDPK_00369	gene	73				
IJOGNDPK_00369	tRNA	73				tRNA-Glu(ttc)
IJOGNDPK_00370	gene	255	rpsT			
IJOGNDPK_00370	CDS	255	rpsT		COG0268	30S ribosomal protein S20
IJOGNDPK_00371	gene	330				
IJOGNDPK_00371	CDS	330				hypothetical protein
IJOGNDPK_00372	gene	1155				
IJOGNDPK_00372	CDS	1155				hypothetical protein
IJOGNDPK_00373	gene	1962	gyrB_1			
IJOGNDPK_00373	CDS	1962	gyrB_1	5.6.2.2	COG0187	DNA gyrase subunit B
IJOGNDPK_00374	gene	582				
IJOGNDPK_00374	CDS	582				hypothetical protein
IJOGNDPK_00375	gene	1515	gpmI_1			
IJOGNDPK_00375	CDS	1515	gpmI_1	5.4.2.12	COG0696	2,3-bisphosphoglycerate-independent phosphoglycerate mutase
IJOGNDPK_00376	gene	1533				
IJOGNDPK_00376	CDS	1533		3.1.6.-	COG3119	N-acetylgalactosamine-6-O-sulfatase
IJOGNDPK_00377	gene	2130				
IJOGNDPK_00377	CDS	2130				hypothetical protein
IJOGNDPK_00378	gene	3342				
IJOGNDPK_00378	CDS	3342				TonB-dependent receptor P3
IJOGNDPK_00379	gene	603	rnhB			
IJOGNDPK_00379	CDS	603	rnhB	3.1.26.4	COG0164	Ribonuclease HII
IJOGNDPK_00380	gene	279				
IJOGNDPK_00380	CDS	279				hypothetical protein
IJOGNDPK_00381	gene	603	lysO			
IJOGNDPK_00381	CDS	603	lysO		COG2431	Lysine exporter LysO
IJOGNDPK_00382	gene	1083	buk2			
IJOGNDPK_00382	CDS	1083	buk2	2.7.2.7	COG3426	Butyrate kinase 2
IJOGNDPK_00383	gene	915	pta_2			
IJOGNDPK_00383	CDS	915	pta_2	2.3.1.8	COG0280	Phosphate acetyltransferase
IJOGNDPK_00384	gene	138				
IJOGNDPK_00384	CDS	138				hypothetical protein
IJOGNDPK_00385	gene	939	ykfA			
IJOGNDPK_00385	CDS	939	ykfA	3.4.16.-	COG1619	putative murein peptide carboxypeptidase
IJOGNDPK_00386	gene	1014	ywaD			
IJOGNDPK_00386	CDS	1014	ywaD	3.4.11.6	COG2234	Aminopeptidase YwaD
IJOGNDPK_00387	gene	426	sufE			
IJOGNDPK_00387	CDS	426	sufE		COG2166	Cysteine desulfuration protein SufE
IJOGNDPK_00388	gene	204				
IJOGNDPK_00388	CDS	204				hypothetical protein
IJOGNDPK_00389	gene	219				
IJOGNDPK_00389	CDS	219				hypothetical protein
IJOGNDPK_00390	gene	276				
IJOGNDPK_00390	CDS	276				hypothetical protein
IJOGNDPK_00391	gene	177				
IJOGNDPK_00391	CDS	177				hypothetical protein
IJOGNDPK_00392	gene	666				
IJOGNDPK_00392	CDS	666				hypothetical protein
IJOGNDPK_00393	gene	795				
IJOGNDPK_00393	CDS	795				hypothetical protein
IJOGNDPK_00394	gene	264				
IJOGNDPK_00394	CDS	264				hypothetical protein
IJOGNDPK_00395	gene	987				
IJOGNDPK_00395	CDS	987				hypothetical protein
IJOGNDPK_00396	gene	975	ribF			
IJOGNDPK_00396	CDS	975	ribF		COG0196	Bifunctional riboflavin kinase/FMN adenylyltransferase
IJOGNDPK_00397	gene	621				
IJOGNDPK_00397	CDS	621		3.1.3.-	COG1011	D-ribitol-5-phosphate phosphatase
IJOGNDPK_00398	gene	2685	yoaB			
IJOGNDPK_00398	CDS	2685	yoaB	7.2.2.10	COG0474	Calcium-transporting ATPase 1
IJOGNDPK_00399	gene	162				
IJOGNDPK_00399	CDS	162			COG1773	Rubredoxin
IJOGNDPK_00400	gene	1698				
IJOGNDPK_00400	CDS	1698				hypothetical protein
IJOGNDPK_00401	gene	1674	udk_1			
IJOGNDPK_00401	CDS	1674	udk_1	2.7.1.48		Uridine kinase
IJOGNDPK_00402	gene	1506	sasA_1			
IJOGNDPK_00402	CDS	1506	sasA_1	2.7.-.-		Adaptive-response sensory-kinase SasA
IJOGNDPK_00403	gene	1749				
IJOGNDPK_00403	CDS	1749				hypothetical protein
IJOGNDPK_00404	gene	462				
IJOGNDPK_00404	CDS	462				hypothetical protein
IJOGNDPK_00405	gene	1527				
IJOGNDPK_00405	CDS	1527				hypothetical protein
IJOGNDPK_00406	gene	195				
IJOGNDPK_00406	CDS	195				hypothetical protein
IJOGNDPK_00407	gene	1455	resA_1			
IJOGNDPK_00407	CDS	1455	resA_1			Thiol-disulfide oxidoreductase ResA
IJOGNDPK_00408	gene	1860				
IJOGNDPK_00408	CDS	1860				hypothetical protein
IJOGNDPK_00409	gene	3324	lacZ_1			
IJOGNDPK_00409	CDS	3324	lacZ_1	3.2.1.23		Beta-galactosidase
IJOGNDPK_00410	gene	1194				
IJOGNDPK_00410	CDS	1194				hypothetical protein
IJOGNDPK_00411	gene	1374	pepP			
IJOGNDPK_00411	CDS	1374	pepP	3.4.11.9	COG0006	Xaa-Pro aminopeptidase
IJOGNDPK_00412	gene	1491	rpoN			
IJOGNDPK_00412	CDS	1491	rpoN		COG1508	RNA polymerase sigma-54 factor
IJOGNDPK_00413	gene	663				
IJOGNDPK_00413	CDS	663				hypothetical protein
IJOGNDPK_00414	gene	381	gcvH			
IJOGNDPK_00414	CDS	381	gcvH		COG0509	Glycine cleavage system H protein
IJOGNDPK_00415	gene	510	purE			
IJOGNDPK_00415	CDS	510	purE	5.4.99.18	COG0041	N5-carboxyaminoimidazole ribonucleotide mutase
IJOGNDPK_00416	gene	1866	ispG			
IJOGNDPK_00416	CDS	1866	ispG	1.17.7.3		4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (ferredoxin)
IJOGNDPK_00417	gene	915	glsA			
IJOGNDPK_00417	CDS	915	glsA	3.5.1.2	COG2066	Thermolabile glutaminase
IJOGNDPK_00418	gene	1002				
IJOGNDPK_00418	CDS	1002				hypothetical protein
IJOGNDPK_00419	gene	771				
IJOGNDPK_00419	CDS	771				hypothetical protein
IJOGNDPK_00420	gene	1728				
IJOGNDPK_00420	CDS	1728				hypothetical protein
IJOGNDPK_00421	gene	1575				
IJOGNDPK_00421	CDS	1575		3.1.6.-	COG3119	N-acetylglucosamine-6-O-sulfatase
IJOGNDPK_00422	gene	852				
IJOGNDPK_00422	CDS	852				hypothetical protein
IJOGNDPK_00423	gene	1314				
IJOGNDPK_00423	CDS	1314				hypothetical protein
IJOGNDPK_00424	gene	1641				
IJOGNDPK_00424	CDS	1641				hypothetical protein
IJOGNDPK_00425	gene	837				
IJOGNDPK_00425	CDS	837				hypothetical protein
IJOGNDPK_00426	gene	1521				
IJOGNDPK_00426	CDS	1521				SusD-like protein P2
IJOGNDPK_00427	gene	3003				
IJOGNDPK_00427	CDS	3003				TonB-dependent receptor P3
IJOGNDPK_00428	gene	93				
IJOGNDPK_00428	CDS	93				hypothetical protein
IJOGNDPK_00429	gene	2292				
IJOGNDPK_00429	CDS	2292		3.2.1.-		Beta-xylosidase
IJOGNDPK_00430	gene	2835				
IJOGNDPK_00430	CDS	2835				hypothetical protein
IJOGNDPK_00431	gene	1401				
IJOGNDPK_00431	CDS	1401				hypothetical protein
IJOGNDPK_00432	gene	1665				
IJOGNDPK_00432	CDS	1665				hypothetical protein
IJOGNDPK_00433	gene	984	ydjH			
IJOGNDPK_00433	CDS	984	ydjH	2.7.1.-	COG0524	putative sugar kinase YdjH
IJOGNDPK_00434	gene	75				
IJOGNDPK_00434	tRNA	75				tRNA-Asn(gtt)
IJOGNDPK_00435	gene	75				
IJOGNDPK_00435	tRNA	75				tRNA-Asn(gtt)
IJOGNDPK_00436	gene	609				
IJOGNDPK_00436	CDS	609				hypothetical protein
IJOGNDPK_00437	gene	705				
IJOGNDPK_00437	CDS	705				hypothetical protein
IJOGNDPK_00438	gene	798	suhB			
IJOGNDPK_00438	CDS	798	suhB	3.1.3.25	COG0483	Inositol-1-monophosphatase
IJOGNDPK_00439	gene	468				
IJOGNDPK_00439	CDS	468				hypothetical protein
IJOGNDPK_00440	gene	597				
IJOGNDPK_00440	CDS	597				hypothetical protein
IJOGNDPK_00441	gene	1128	nagA_2			
IJOGNDPK_00441	CDS	1128	nagA_2	3.2.1.49		Alpha-N-acetylgalactosaminidase
IJOGNDPK_00442	gene	492	dinG_1			
IJOGNDPK_00442	CDS	492	dinG_1	3.1.-.-		3'-5' exonuclease DinG
IJOGNDPK_00443	gene	540	nudC_1			
IJOGNDPK_00443	CDS	540	nudC_1	3.6.1.22		NADH pyrophosphatase
IJOGNDPK_00444	gene	3045	cpoB			
IJOGNDPK_00444	CDS	3045	cpoB			Cell division coordinator CpoB
IJOGNDPK_00445	gene	1632				
IJOGNDPK_00445	CDS	1632				hypothetical protein
IJOGNDPK_00446	gene	2379	topA			
IJOGNDPK_00446	CDS	2379	topA	5.6.2.1		DNA topoisomerase 1
IJOGNDPK_00447	gene	1575				
IJOGNDPK_00447	CDS	1575				hypothetical protein
IJOGNDPK_00448	gene	360				
IJOGNDPK_00448	CDS	360				hypothetical protein
IJOGNDPK_00449	gene	450				
IJOGNDPK_00449	CDS	450				hypothetical protein
IJOGNDPK_00450	gene	2325				
IJOGNDPK_00450	CDS	2325				hypothetical protein
IJOGNDPK_00451	gene	2214	lagD_1			
IJOGNDPK_00451	CDS	2214	lagD_1	3.4.22.-		Lactococcin-G-processing and transport ATP-binding protein LagD
IJOGNDPK_00452	gene	180				
IJOGNDPK_00452	CDS	180				hypothetical protein
IJOGNDPK_00453	gene	1818	argS			
IJOGNDPK_00453	CDS	1818	argS	6.1.1.19	COG0018	Arginine--tRNA ligase
IJOGNDPK_00454	gene	267	hup_1			
IJOGNDPK_00454	CDS	267	hup_1			DNA-binding protein HU
IJOGNDPK_00455	gene	684				
IJOGNDPK_00455	CDS	684				hypothetical protein
IJOGNDPK_00456	gene	891				
IJOGNDPK_00456	CDS	891				hypothetical protein
IJOGNDPK_00457	gene	1101				
IJOGNDPK_00457	CDS	1101				hypothetical protein
IJOGNDPK_00458	gene	2085	dcp_1			
IJOGNDPK_00458	CDS	2085	dcp_1	3.4.15.5	COG0339	Dipeptidyl carboxypeptidase
IJOGNDPK_00459	gene	2997	secD			
IJOGNDPK_00459	CDS	2997	secD			Protein translocase subunit SecD
IJOGNDPK_00460	gene	1971				
IJOGNDPK_00460	CDS	1971				hypothetical protein
IJOGNDPK_00461	gene	588				
IJOGNDPK_00461	CDS	588				hypothetical protein
IJOGNDPK_00462	gene	600	cwlC			
IJOGNDPK_00462	CDS	600	cwlC	3.5.1.28	COG0860	Sporulation-specific N-acetylmuramoyl-L-alanine amidase
IJOGNDPK_00463	gene	597				
IJOGNDPK_00463	CDS	597				hypothetical protein
IJOGNDPK_00464	gene	480				
IJOGNDPK_00464	CDS	480				hypothetical protein
IJOGNDPK_00465	gene	4233				
IJOGNDPK_00465	CDS	4233				hypothetical protein
IJOGNDPK_00466	gene	315				
IJOGNDPK_00466	CDS	315				hypothetical protein
IJOGNDPK_00467	gene	393				
IJOGNDPK_00467	CDS	393				hypothetical protein
IJOGNDPK_00468	gene	1041				
IJOGNDPK_00468	CDS	1041				hypothetical protein
IJOGNDPK_00469	gene	195				
IJOGNDPK_00469	CDS	195				hypothetical protein
IJOGNDPK_00470	gene	1428				
IJOGNDPK_00470	CDS	1428				hypothetical protein
IJOGNDPK_00471	gene	762				
IJOGNDPK_00471	CDS	762				hypothetical protein
IJOGNDPK_00472	gene	738				
IJOGNDPK_00472	CDS	738				hypothetical protein
IJOGNDPK_00473	gene	969				
IJOGNDPK_00473	CDS	969				hypothetical protein
IJOGNDPK_00474	gene	4830				
IJOGNDPK_00474	CDS	4830				hypothetical protein
IJOGNDPK_00475	gene	534				
IJOGNDPK_00475	CDS	534				hypothetical protein
IJOGNDPK_00476	gene	474				
IJOGNDPK_00476	CDS	474				hypothetical protein
IJOGNDPK_00477	gene	408				
IJOGNDPK_00477	CDS	408				hypothetical protein
IJOGNDPK_00478	gene	435				
IJOGNDPK_00478	CDS	435				hypothetical protein
IJOGNDPK_00479	gene	312				
IJOGNDPK_00479	CDS	312				hypothetical protein
IJOGNDPK_00480	gene	327				
IJOGNDPK_00480	CDS	327				hypothetical protein
IJOGNDPK_00481	gene	348				
IJOGNDPK_00481	CDS	348				hypothetical protein
IJOGNDPK_00482	gene	1230				
IJOGNDPK_00482	CDS	1230				hypothetical protein
IJOGNDPK_00483	gene	648				
IJOGNDPK_00483	CDS	648				hypothetical protein
IJOGNDPK_00484	gene	597				
IJOGNDPK_00484	CDS	597				hypothetical protein
IJOGNDPK_00485	gene	366				
IJOGNDPK_00485	CDS	366				hypothetical protein
IJOGNDPK_00486	gene	192				
IJOGNDPK_00486	CDS	192				hypothetical protein
IJOGNDPK_00487	gene	141				
IJOGNDPK_00487	CDS	141				hypothetical protein
IJOGNDPK_00488	gene	324				
IJOGNDPK_00488	CDS	324				hypothetical protein
IJOGNDPK_00489	gene	240				
IJOGNDPK_00489	CDS	240				hypothetical protein
IJOGNDPK_00490	gene	174				
IJOGNDPK_00490	CDS	174				hypothetical protein
IJOGNDPK_00491	gene	246				
IJOGNDPK_00491	CDS	246				hypothetical protein
IJOGNDPK_00492	gene	330				
IJOGNDPK_00492	CDS	330				hypothetical protein
IJOGNDPK_00493	gene	606				
IJOGNDPK_00493	CDS	606				hypothetical protein
IJOGNDPK_00494	gene	531				
IJOGNDPK_00494	CDS	531				hypothetical protein
IJOGNDPK_00495	gene	402				
IJOGNDPK_00495	CDS	402				hypothetical protein
IJOGNDPK_00496	gene	468				
IJOGNDPK_00496	CDS	468				hypothetical protein
IJOGNDPK_00497	gene	285				
IJOGNDPK_00497	CDS	285				hypothetical protein
IJOGNDPK_00498	gene	258				
IJOGNDPK_00498	CDS	258				hypothetical protein
IJOGNDPK_00499	gene	267				
IJOGNDPK_00499	CDS	267				hypothetical protein
IJOGNDPK_00500	gene	252				
IJOGNDPK_00500	CDS	252				hypothetical protein
IJOGNDPK_00501	gene	219				
IJOGNDPK_00501	CDS	219				hypothetical protein
IJOGNDPK_00502	gene	786	tri1_2			
IJOGNDPK_00502	CDS	786	tri1_2	3.2.2.19	COG1397	ADP-ribosylarginine hydrolase Tri1
IJOGNDPK_00503	gene	327				
IJOGNDPK_00503	CDS	327				hypothetical protein
IJOGNDPK_00504	gene	504				
IJOGNDPK_00504	CDS	504				hypothetical protein
IJOGNDPK_00505	gene	2463				
IJOGNDPK_00505	CDS	2463				hypothetical protein
IJOGNDPK_00506	gene	189				
